PLATE_NO,ROLLING_DATE,SCALE,SPEC,STEEL_KIND,PT_THK,PT_WDTH,PT_LTH,PT_WGT,FUR_NO,FUR_NO_ROW,FUR_HZ_TEMP,FUR_HZ_TIME,FUR_SZ_TEMP,FUR_SZ_TIME,FUR_TIME,FUR_EXTEMP,ROLLING_TEMP_T5,HSB,ROLLING_DESCALING,WORK_GR
PB562955,2008-08-01:09:92:06,불량,BV-B,C0,18.4,2200,43648,55480,1호기,2,1166,80,1165,61,317,1160,1014,적용,10,4조
PB562956,2008-08-01:09:92:56,불량,KS-SM400B,C0,18.16,2350,42327,42540,2호기,1,1156,66,1163,61,295,1151,1010,적용,10,2조
PB562957,2008-08-01:09:92:47,불량,BV-B,C0,18.11,2280,40384,39270,2호기,2,1160,65,1165,61,304,1158,1015,적용,10,1조
PB562958,2008-08-01:10:00:06,양품,JS-SM490YB,C0,16.09,2221,43596,61150,3호기,1,1169,64,1164,61,308,1155,0,적용,10,3조
PB562959,2008-08-01:09:94:29,양품,JS-SM490YB,C0,16.09,2221,43596,61150,3호기,2,1163,57,1166,67,303,1158,0,적용,10,4조
PB562960,2008-08-01:10:01:30,양품,JS-SM490YB,C0,16.09,2221,43596,61150,1호기,1,1166,68,1161,103,343,1150,999,적용,10,4조
PB562961,2008-08-01:10:01:03,양품,JS-SM490YB,C0,16.09,2262,43156,61650,1호기,2,1176,85,1165,87,346,1150,1000,적용,10,2조
PB562962,2008-08-01:10:01:26,양품,KS-SS400,C0,20.1,2675,54279,45820,3호기,1,1159,70,1157,89,293,1147,991,적용,8,1조
PB562963,2008-08-01:10:01:50,양품,KR-A,C0,22.66,2783,46379,91840,3호기,2,1163,68,1159,83,291,1151,995,적용,8,4조
PB562964,2008-08-01:10:01:22,양품,KS-SM490B,C0,14.06,2784,50215,77150,2호기,1,1143,59,1156,103,357,1144,945,적용,10,3조
PB562965,2008-08-01:10:02:49,양품,KS-SM490B,C0,14.06,2784,50281,77250,2호기,2,1161,78,1157,83,308,1145,941,적용,10,4조
PB562966,2008-08-01:10:02:10,양품,AB/AH32,C0,16.09,2733,48841,67440,1호기,1,1169,64,1158,94,328,1147,962,적용,10,2조
PB562967,2008-08-01:10:02:41,양품,LR-AH32,C0,15.59,2695,52998,34960,1호기,2,1176,84,1163,78,327,1155,952,적용,10,1조
PB562968,2008-08-01:10:02:10,양품,KR-A,C0,22.66,2783,46379,91840,3호기,1,1161,68,1156,85,290,1146,979,적용,8,1조
PB562969,2008-08-01:10:03:38,양품,KR-A,C0,22.66,2783,46379,91840,3호기,2,1163,68,1158,85,288,1147,993,적용,8,3조
PB562970,2008-08-01:10:03:45,불량,JS-SM490A,C0,30.13,2288,30730,33260,2호기,2,1167,81,1157,80,297,1149,1038,적용,8,4조
PB562971,2008-08-01:10:03:21,불량,NV-B,C0,30.24,2240,38947,20710,2호기,1,1155,74,1153,92,350,1140,1004,적용,8,4조
PB562972,2008-08-01:10:03:16,불량,JS-SM490A,C0,30.13,2288,30730,33260,1호기,1,1164,66,1158,92,304,1146,1022,적용,8,1조
PB562973,2008-08-01:10:04:54,불량,JS-SM490A,C0,30.13,2288,30730,33260,1호기,2,1163,61,1159,87,308,1150,1024,적용,8,2조
PB562974,2008-08-01:10:04:53,불량,JS-SM490A,C0,30.13,2288,30730,33260,2호기,1,1154,72,1155,85,276,1146,1029,적용,8,3조
PB562975,2008-08-01:10:03:58,불량,JS-SM490A,C0,40.16,2157,30705,41760,3호기,1,1162,78,1156,78,284,1146,1043,적용,6,1조
PB562976,2008-08-01:10:04:44,불량,JS-SM490A,C0,40.16,2157,30705,41760,3호기,2,1154,65,1156,96,288,1150,1046,적용,6,1조
PB562977,2008-08-01:10:04:40,불량,JS-SM490A,C0,30.13,2288,30730,33260,2호기,2,1162,82,1156,92,310,1147,1035,적용,8,1조
PB562978,2008-08-01:10:05:36,불량,JS-SM490A,C0,30.13,2288,30730,33260,1호기,1,1164,77,1157,95,289,1149,1031,적용,8,1조
PB562979,2008-08-01:10:05:34,불량,JS-SM490A,C0,30.13,2288,30730,33260,1호기,2,1160,65,1158,88,278,1149,1032,적용,8,1조
PB562980,2008-08-01:10:05:35,불량,JS-SM490A,C0,30.13,2288,30730,33260,2호기,1,1153,74,1155,94,285,1146,1020,적용,8,1조
PB562981,2008-08-01:10:05:33,불량,JS-SM490A,C0,30.13,2288,30730,33260,2호기,2,1160,71,1157,97,294,1148,1012,적용,8,3조
PB562982,2008-08-01:10:04:38,불량,JS-SM490A,C0,30.13,2288,30730,33260,3호기,1,1164,62,1159,84,279,1148,1034,적용,8,2조
PB562983,2008-08-01:10:05:37,불량,JS-SM490A,C0,30.13,2288,30730,33260,3호기,2,1165,79,1158,85,291,1146,1032,적용,8,3조
PB562984,2008-08-01:11:10:29,불량,JS-SM490A,C0,30.13,2288,30730,33260,1호기,1,1155,73,1154,93,284,1141,1022,적용,8,1조
PB562985,2008-08-01:11:10:42,불량,JS-SM490A,C0,30.13,2288,30730,33260,1호기,2,1163,105,1159,51,284,1148,1034,적용,8,4조
PB562986,2008-08-01:11:10:04,불량,JS-SM490A,C0,30.13,2288,30730,33260,2호기,1,1151,65,1155,90,277,1148,1031,적용,8,2조
PB562987,2008-08-01:11:10:47,불량,JS-SM490A,C0,40.16,2157,30705,41760,3호기,1,1159,103,1155,52,271,1148,1053,적용,6,3조
PB562988,2008-08-01:11:10:06,불량,JS-SM490A,C0,40.16,2157,30705,41760,3호기,2,1158,73,1156,91,290,1141,1053,적용,6,1조
PB562989,2008-08-01:11:11:12,불량,KR-A,C0,22.66,2339,34345,42870,2호기,2,1143,67,1153,97,286,1148,1007,적용,8,1조
PB562990,2008-08-01:11:11:14,불량,KR-A,C0,22.66,2339,34345,42870,1호기,1,1160,107,1156,60,285,1145,1006,적용,8,4조
PB562991,2008-08-01:11:11:37,양품,KR-A,C0,22.66,2339,34345,42870,1호기,2,1153,91,1153,59,282,1142,997,적용,8,4조
PB562992,2008-08-01:11:11:31,불량,NV-A32,C0,20.13,2000,41861,26460,2호기,1,1158,88,1153,53,279,1143,1002,적용,8,4조
PB562993,2008-08-01:11:11:42,불량,JS-SM490YB,C0,20.1,2231,42412,74650,2호기,2,1155,95,1154,44,272,1147,986,적용,7,4조
PB562994,2008-08-01:11:12:30,불량,JS-SM490A,C0,40.16,2157,30705,41760,3호기,1,1158,105,1154,52,270,1143,1043,적용,6,1조
PB562995,2008-08-01:11:12:31,불량,JS-SM490A,C0,40.16,2157,30705,41760,3호기,2,1161,105,1155,58,281,1143,1029,적용,6,2조
PB562996,2008-08-01:11:12:22,불량,LR-AH32,C0,19.12,2329,36874,38670,1호기,1,1159,99,1154,56,280,1147,1019,적용,10,2조
PB562997,2008-08-01:11:12:16,양품,LR-AH32,C0,19.12,2000,42940,38670,1호기,2,1150,82,1150,58,279,1139,989,적용,10,2조
PB562998,2008-08-01:11:12:26,불량,JS-SM490YB,C0,20.1,2040,42841,55160,2호기,1,1149,96,1149,44,267,1134,1021,적용,8,4조
PB562999,2008-08-01:11:13:28,양품,JS-SM490YB,C0,20.1,2219,36558,51200,2호기,2,1151,98,1151,40,264,1146,996,적용,8,3조
PB563000,2008-08-01:11:13:40,불량,JS-SM490YB,C0,20.1,2040,42841,55160,3호기,1,1154,91,1152,59,277,1138,1010,적용,8,1조
PB563001,2008-08-01:11:13:50,불량,JS-SM490YB,C0,20.1,2130,42995,72250,3호기,2,1150,97,1151,60,277,1136,1012,적용,8,3조
PB563002,2008-08-01:11:13:37,불량,JS-SM490YB,C0,20.1,2221,41519,72750,1호기,1,1154,101,1152,53,279,1142,1002,적용,7,2조
PB563003,2008-08-01:11:14:00,불량,JS-SM490A,C0,50.19,2503,18850,55770,1호기,2,1132,93,1141,55,278,1132,1032,적용,6,4조
PB563004,2008-08-01:11:13:16,불량,KS-SM400A,C0,40,2463,21502,33260,2호기,1,1139,101,1144,38,257,1138,1029,적용,6,1조
PB563005,2008-08-01:11:15:16,불량,JS-SS400,C0,40.16,2463,16858,39270,2호기,2,1139,103,1147,51,267,1139,1034,적용,6,2조
PB563006,2008-08-01:11:14:30,불량,JS-SM490A,C0,38.16,2464,17856,39540,3호기,1,1145,98,1150,60,274,1139,1048,적용,8,3조
PB563007,2008-08-01:11:14:45,불량,KS-SM490A,C0,30.13,2528,27327,32680,3호기,2,1149,89,1152,54,273,1140,1019,적용,8,1조
PB563008,2008-08-01:11:14:46,불량,JS-SS400,C0,25.12,2466,31422,76400,1호기,1,1145,101,1148,47,275,1139,1023,적용,8,3조
PB563009,2008-08-01:11:15:50,불량,NV-A,C0,25.18,2518,36325,36160,1호기,2,1129,97,1137,46,260,1131,1020,적용,8,4조
PB563010,2008-08-01:11:15:01,불량,LR-A,C0,24.17,2577,41967,41040,2호기,1,1135,96,1145,50,260,1136,1003,적용,8,3조
PB563011,2008-08-01:11:15:58,불량,KR-A,C0,22.66,2339,34345,42870,2호기,2,1133,103,1144,44,261,1134,1011,적용,8,2조
PB563012,2008-08-01:11:15:00,불량,KR-A,C0,22.66,2339,34345,42870,3호기,1,1135,88,1147,65,260,1134,1007,적용,8,2조
PB563013,2008-08-01:12:20:03,불량,KR-A,C0,22.66,2339,34345,42870,3호기,2,1133,89,1148,63,269,1135,1005,적용,8,4조
PB563014,2008-08-01:12:20:13,양품,KR-A,C0,22.66,2339,34345,42870,1호기,1,1139,64,1145,50,262,1137,998,적용,8,2조
PB563015,2008-08-01:12:20:54,불량,LR-AH32,C0,19.13,2529,36942,42090,1호기,2,1133,61,1141,46,267,1134,1006,적용,10,4조
PB563016,2008-08-01:12:20:15,양품,LR-AH32,C0,19.63,2549,35718,14030,2호기,1,1141,59,1147,48,257,1137,987,적용,10,4조
PB563017,2008-08-01:12:21:31,양품,JS-SM400B,C0,18.1,2520,42675,61120,2호기,2,1128,104,1146,52,271,1135,980,적용,10,1조
PB563018,2008-08-01:12:20:21,불량,JS-SM490YB,C0,16.09,2559,37250,36120,3호기,1,1138,57,1148,57,261,1142,968,적용,9,3조
PB563019,2008-08-01:12:21:35,양품,JS-SM490YB,C0,16.09,2559,37250,36120,3호기,2,1140,107,1148,49,270,1135,973,적용,10,3조
PB563020,2008-08-01:12:21:38,불량,JS-SM490YB,C0,16.09,2559,37250,36120,1호기,1,1153,67,1151,44,269,1138,976,미적용,10,3조
PB563021,2008-08-01:12:21:02,양품,NK-KA32,C0,15.08,2671,43613,13790,1호기,2,1131,61,1138,47,258,1127,956,적용,10,1조
PB563022,2008-08-01:12:22:05,불량,JS-SM490YB,C0,16.09,2512,37380,35580,2호기,1,1140,54,1149,50,257,1137,971,적용,9,1조
PB563023,2008-08-01:12:22:13,불량,JS-SM490YB,C0,16.09,2512,37380,35580,2호기,2,1152,73,1153,35,264,1144,985,적용,9,4조
PB563024,2008-08-01:12:22:27,불량,JS-SM490YB,C0,16.09,2512,37380,35580,3호기,1,1144,56,1150,59,273,1139,972,미적용,10,4조
PB563025,2008-08-01:12:22:35,양품,JS-SM490YB,C0,16.09,2512,37380,35580,3호기,2,1149,71,1151,51,268,1146,973,적용,10,2조
PB563026,2008-08-01:12:23:20,양품,JS-SM490YB,C0,16.09,2512,37380,35580,1호기,1,1145,62,1147,49,266,1140,968,적용,10,4조
PB563027,2008-08-01:12:23:30,양품,JS-SM490YB,C0,15.09,2471,42431,49680,1호기,2,1121,60,1132,49,246,1123,969,적용,10,3조
PB563028,2008-08-01:12:23:45,양품,JS-SM490YB,C0,15.09,2471,42431,49680,2호기,1,1138,58,1149,59,268,1135,973,적용,10,4조
PB563029,2008-08-01:12:23:37,양품,GL-A32,C0,15.08,2611,42641,52720,2호기,2,1148,60,1152,43,268,1145,993,적용,10,3조
PB563030,2008-08-01:12:23:13,양품,BV-AH32,C0,15.08,2671,42126,39960,3호기,1,1140,63,1149,62,267,1139,957,적용,10,3조
PB563031,2008-08-01:12:24:37,불량,KR-A,C0,21.15,2782,44880,82920,3호기,2,1146,64,1151,62,267,1141,971,적용,7,1조
PB563032,2008-08-01:12:24:05,양품,JS-SS400,C0,22.15,2572,45995,82280,1호기,1,1134,61,1140,55,267,1130,972,적용,8,1조
PB563033,2008-08-01:12:24:26,양품,KR-A,C0,21.15,2782,44880,82920,1호기,2,1114,60,1130,58,254,1119,959,적용,8,1조
PB563034,2008-08-01:12:25:10,양품,KS-SM400B,C0,20,2682,46025,96900,2호기,1,1136,57,1147,57,271,1142,956,적용,8,1조
PB563035,2008-08-01:12:25:30,양품,KS-SS400,C0,20.1,2533,48490,96900,2호기,2,1135,55,1147,47,256,1134,958,적용,8,3조
PB563036,2008-08-01:12:24:16,양품,BV-AH32,C0,20.14,2477,43538,68200,3호기,1,1137,75,1145,48,269,1136,976,적용,8,4조
PB563037,2008-08-01:12:25:57,양품,JS-SM490YB,C0,16.09,3094,41710,81500,3호기,2,1133,68,1145,48,268,1136,913,적용,10,3조
PB563038,2008-08-01:12:25:52,양품,JS-SM490YB,C0,16.09,2813,49732,70680,1호기,1,1137,61,1142,55,269,1136,945,적용,10,2조
PB563039,2008-08-01:13:30:18,양품,JS-SM490YB,C0,16.09,2813,49732,70680,1호기,2,1125,53,1138,66,262,1131,934,적용,10,4조
PB563040,2008-08-01:13:30:38,양품,BV-B,C0,17.4,3015,38973,64200,2호기,1,1110,64,1142,52,259,1132,951,적용,10,3조
PB563041,2008-08-01:13:30:10,양품,NV-A32,C0,17.1,3103,49216,41000,3호기,1,1126,74,1147,55,265,1141,939,적용,10,4조
PB563042,2008-08-01:13:30:01,불량,BV-AH32,C0,17.1,2895,54218,63210,3호기,2,1140,64,1154,54,270,1143,947,적용,9,1조
PB563043,2008-08-01:13:31:18,양품,JS-SM490YB,C0,18.1,3094,29435,51760,2호기,2,1112,57,1145,57,263,1140,970,적용,10,3조
PB563044,2008-08-01:13:31:02,양품,JS-SM490YB,C0,18.1,3094,36532,80300,1호기,1,1124,62,1139,57,272,1127,975,적용,10,1조
PB563045,2008-08-01:13:31:21,양품,JS-SM490YB,C0,18.1,3094,36532,80300,2호기,2,1124,62,1148,52,245,1143,982,적용,10,4조
PB563046,2008-08-01:13:31:49,불량,JS-SM490YB,C0,18.1,3094,41786,91850,1호기,2,1115,58,1136,64,259,1127,971,적용,9,4조
PB563047,2008-08-01:13:32:17,양품,JS-SM490YB,C0,18.1,3094,41786,91850,2호기,1,1126,62,1152,59,252,1138,979,적용,10,3조
PB563048,2008-08-01:13:32:01,불량,JS-SS400,C0,25.12,3082,37449,91040,3호기,1,1129,63,1151,58,264,1143,991,적용,7,3조
PB563049,2008-08-01:13:32:23,불량,AB/A,C0,23.16,3181,38991,45100,3호기,2,1133,64,1154,56,257,1142,988,적용,7,4조
PB563050,2008-08-01:13:32:34,양품,JS-SM490YB,C0,20.1,3034,38978,74640,1호기,1,1134,53,1143,58,264,1130,977,적용,8,2조
PB563051,2008-08-01:13:33:45,양품,JS-SM490A,C0,20.1,2934,37132,51570,1호기,2,1115,51,1139,70,250,1131,983,적용,8,1조
PB563052,2008-08-01:13:33:55,양품,JS-SM490YB,C0,20.1,2864,37198,50430,2호기,1,1141,63,1161,57,251,1152,995,적용,8,1조
PB563053,2008-08-01:13:33:12,양품,JS-SM490YB,C0,20.1,2864,37198,50430,2호기,2,1149,49,1160,57,249,1152,985,적용,8,2조
PB563054,2008-08-01:13:33:32,양품,LR-AH32,C3,22.15,3133,32234,35120,3호기,1,1130,66,1150,58,289,1139,984,적용,8,1조
PB563055,2008-08-01:13:34:09,양품,LR-AH36,C3,25.19,2998,31020,55170,3호기,2,1140,66,1155,55,258,1148,899,적용,8,4조
PB563056,2008-08-01:13:34:31,양품,JS-SS400,C0,25.12,3082,37449,91040,3호기,1,1142,62,1158,56,262,1147,992,적용,8,3조
PB563057,2008-08-01:13:34:09,양품,A709-36,C0,26.24,2800,28920,33360,1호기,1,1150,63,1154,59,264,1146,993,적용,8,2조
PB563058,2008-08-01:13:34:24,양품,JS-SM490A,C0,24.11,3034,20723,23800,1호기,2,1135,53,1149,73,264,1134,987,적용,8,2조
PB563059,2008-08-01:13:35:15,양품,NV-A,C0,25.18,2881,40423,46040,3호기,2,1144,63,1159,58,265,1152,989,적용,8,3조
PB563060,2008-08-01:13:35:36,양품,NV-A,C0,24.18,2848,31724,17150,2호기,2,1136,49,1160,71,262,1149,976,적용,8,4조
PB563061,2008-08-01:13:35:44,양품,JS-SM490A,C0,30.13,3082,25145,73320,2호기,1,1172,74,1166,59,262,1157,972,적용,8,1조
PB563062,2008-08-01:13:35:31,불량,JS-SS400,C0,38.16,3077,18996,35020,1호기,1,1168,68,1163,57,262,1149,1009,적용,8,1조
PB563063,2008-08-01:13:35:35,불량,KS-SM490B,C0,30.13,3478,28166,46340,3호기,1,1145,65,1159,53,259,1149,1009,적용,7,1조
PB563064,2008-08-01:14:40:22,불량,AB/A,C0,25.18,3379,32519,65160,3호기,2,1137,52,1167,66,260,1154,989,미적용,8,1조
PB563065,2008-08-01:14:40:54,양품,BV-B,C0,20.44,3280,37811,59700,1호기,2,1133,61,1149,76,264,1140,970,적용,8,1조
PB563066,2008-08-01:14:40:56,양품,LR-B,C0,20.43,3209,34217,17610,2호기,1,1144,65,1161,63,264,1153,987,적용,8,4조
PB563067,2008-08-01:14:40:02,양품,BV-B,C0,20.43,3269,34486,54240,2호기,2,1142,58,1162,70,272,1155,981,적용,8,3조
PB563068,2008-08-01:14:41:43,양품,LR-A,C0,20.63,3433,38779,64680,1호기,2,1126,57,1144,68,224,1129,972,적용,8,3조
PB563069,2008-08-01:14:41:40,양품,BV-AH32,C0,19.63,3297,28717,29180,1호기,1,1176,68,1168,58,269,1155,960,적용,10,3조
PB563070,2008-08-01:14:41:02,양품,BV-AH32,C0,19.63,3297,29012,29480,2호기,2,1168,64,1168,61,268,1160,979,적용,10,3조
PB563071,2008-08-01:14:41:02,불량,BV-B,C0,19.13,3276,42869,63270,2호기,1,1157,63,1161,62,224,1155,975,적용,9,1조
PB563072,2008-08-01:14:42:18,양품,BV-B,C0,19.13,3281,42702,84160,3호기,1,1158,73,1166,56,234,1151,980,적용,10,4조
PB563073,2008-08-01:14:42:38,양품,LR-B,C0,19.12,3586,41023,44160,3호기,2,1176,72,1169,55,269,1154,976,적용,10,1조
PB563074,2008-08-01:14:42:29,양품,BV-AH32,C0,19.63,3297,28815,29280,1호기,1,1162,72,1159,56,238,1154,975,적용,10,3조
PB563075,2008-08-01:14:42:50,양품,LR-AH32,C0,18.11,3231,42474,19510,1호기,2,1158,65,1159,68,239,1154,971,적용,10,2조
PB563076,2008-08-01:14:43:46,불량,NV-B,C0,17.6,3571,43172,63900,2호기,1,1158,71,1168,56,221,1157,962,적용,9,4조
PB563077,2008-08-01:14:43:57,불량,AB/B,C0,18.11,3599,34418,35220,2호기,2,1115,57,1160,71,236,1151,964,미적용,10,3조
PB563078,2008-08-01:14:43:09,양품,BV-B,C0,16.39,3299,36847,31280,3호기,1,1165,72,1164,56,233,1151,969,적용,10,2조
PB563079,2008-08-01:14:43:50,양품,LR-B,C0,16.09,3500,38907,51600,3호기,2,1155,71,1164,56,233,1153,945,적용,10,2조
PB563080,2008-08-01:14:44:45,양품,AB/B,C0,14.07,3435,54218,82280,1호기,1,1145,61,1155,68,229,1150,886,적용,10,2조
PB563081,2008-08-01:14:44:03,양품,LR-AH32,C0,13.06,3352,48799,33540,1호기,2,1134,68,1149,75,240,1143,898,적용,10,2조
PB563082,2008-08-01:14:44:58,불량,LR-B,C0,13.06,3495,53947,77320,2호기,1,1172,78,1171,48,227,1165,923,적용,9,4조
PB563083,2008-08-01:14:44:01,양품,NV-A32,C0,13.06,3505,54016,19410,3호기,1,1169,64,1170,61,235,1157,929,적용,10,3조
PB563084,2008-08-01:14:45:48,양품,KR-AH32,C0,13.56,3345,53726,38260,3호기,2,1172,68,1173,57,228,1163,916,적용,10,4조
PB563085,2008-08-01:14:45:07,양품,LR-AH32,C0,12.05,3405,41199,26540,2호기,2,1175,76,1174,58,230,1166,907,적용,10,1조
PB563086,2008-08-01:14:45:41,양품,LR-AH32,C0,12.05,3405,41199,26540,1호기,1,1184,72,1174,58,229,1169,905,적용,10,1조
PB563087,2008-08-01:14:45:20,양품,NK-KA32,C0,12.05,3310,42701,13370,1호기,2,1183,63,1173,69,239,1163,911,적용,10,3조
PB563088,2008-08-01:15:50:37,양품,AB/B,C0,13.06,3201,43209,56720,2호기,1,1174,73,1170,51,229,1155,937,적용,10,4조
PB563089,2008-08-01:15:50:00,양품,NV-B,C0,17.6,3579,36988,54870,2호기,2,1184,91,1169,53,231,1163,964,적용,10,2조
PB563090,2008-08-01:15:50:09,양품,BV-B,C0,17.4,3279,35031,47070,3호기,1,1168,72,1167,64,243,1161,984,적용,10,4조
PB563091,2008-08-01:15:50:30,양품,LR-B,C0,19.12,3586,41023,44160,3호기,2,1175,75,1170,60,241,1164,993,적용,10,1조
PB563092,2008-08-01:15:51:45,양품,LR-B,C0,19.12,3586,41023,44160,3호기,1,1186,73,1172,53,235,1164,993,적용,10,2조
PB563093,2008-08-01:15:51:19,양품,BV-B,C0,18.11,3387,29573,14240,1호기,1,1174,62,1169,70,237,1158,993,적용,10,1조
PB563094,2008-08-01:15:51:32,양품,BV-B,C0,19.12,3277,28728,28260,1호기,2,1181,66,1169,70,238,1162,998,적용,10,4조
PB563095,2008-08-01:15:51:32,양품,AB/B,C0,19.12,3506,27060,28480,2호기,2,1180,77,1168,64,233,1161,988,적용,10,2조
PB563096,2008-08-01:15:52:24,양품,BV-B,C0,20.43,3575,37691,64830,3호기,2,1178,75,1167,57,238,1162,977,적용,8,3조
PB563097,2008-08-01:15:52:07,양품,LR-A,C0,21.64,3433,36798,64380,2호기,1,1175,75,1167,64,245,1158,973,적용,8,1조
PB563098,2008-08-01:15:52:41,양품,BV-B,C0,20.13,3575,39279,66570,3호기,1,1181,70,1172,50,230,1157,978,적용,8,2조
PB563099,2008-08-01:15:52:22,양품,BV-B,C0,20.13,3575,39279,66570,3호기,2,1177,61,1170,60,232,1156,993,적용,8,4조
PB563100,2008-08-01:15:53:11,불량,NV-A,C0,24.17,3651,24006,33260,1호기,1,1158,62,1161,75,244,1147,1004,적용,8,1조
PB563101,2008-08-01:15:53:06,불량,LR-A,C0,21.94,3813,31962,20990,2호기,1,1166,71,1165,61,242,1151,951,미적용,8,4조
PB563102,2008-08-01:15:53:31,양품,LR-A,C0,21.94,3810,21213,13920,2호기,2,1158,68,1166,73,243,1159,955,적용,8,3조
PB563103,2008-08-01:15:53:27,양품,LR-A,C0,21.64,3685,34777,43540,1호기,2,1150,70,1157,84,249,1146,966,적용,8,3조
PB563104,2008-08-01:15:54:02,불량,NV-A,C0,21.64,3685,34777,43540,1호기,2,1165,68,1164,75,242,1158,991,미적용,8,4조
PB563105,2008-08-01:15:54:14,양품,NV-A,C0,21.64,3685,34777,43540,2호기,1,1189,70,1174,60,242,1159,997,적용,8,1조
PB563106,2008-08-01:15:54:42,불량,LR-A,C0,21.64,3685,34777,43540,3호기,1,1191,68,1176,52,234,1166,998,적용,7,2조
PB563107,2008-08-01:15:54:00,양품,NV-A,C0,21.64,3685,34777,43540,3호기,2,1146,61,1162,66,251,1148,987,적용,8,3조
PB563108,2008-08-01:15:55:10,양품,BV-B,C0,19.42,3720,37753,64230,1호기,2,1174,72,1168,67,237,1157,990,적용,10,3조
PB563109,2008-08-01:15:55:38,양품,BV-B,C0,20.42,3770,38522,69840,3호기,1,1183,81,1170,44,234,1158,982,적용,8,2조
PB563110,2008-08-01:15:55:06,불량,LR-AH32,C0,17.6,3733,32787,16910,1호기,1,1190,70,1177,73,243,1162,973,적용,9,2조
PB563111,2008-08-01:15:55:40,불량,LR-B,C0,17.09,3648,33448,32740,2호기,2,1189,73,1176,49,231,1161,949,적용,10,4조
PB563112,2008-08-01:16:60:14,불량,LR-B,C0,17.4,3615,40403,39900,2호기,1,1173,66,1176,55,245,1169,951,적용,10,1조
PB563113,2008-08-01:16:60:34,양품,LR-AH32,C0,15.58,3722,47472,64830,3호기,2,1169,76,1165,53,240,1153,925,적용,10,1조
PB563114,2008-08-01:16:60:17,양품,A516-60,C0,12.8,3871,49414,76880,1호기,1,1183,73,1175,66,244,1164,904,적용,10,2조
PB563115,2008-08-01:16:60:21,불량,A516-60,C0,12.8,3871,49414,76880,1호기,2,1184,72,1173,67,248,1162,904,미적용,10,3조
PB563116,2008-08-01:16:61:49,양품,NV-A,C0,12.03,4295,41641,50670,2호기,1,1169,70,1169,43,250,1163,900,적용,10,2조
PB563117,2008-08-01:16:61:58,양품,NV-A,C0,13.54,4333,50765,70140,3호기,1,1144,71,1156,56,250,1143,892,적용,10,3조
PB563118,2008-08-01:16:61:19,양품,NV-A,C0,14.05,4153,50584,69510,3호기,2,1150,72,1159,55,252,1153,909,적용,10,3조
PB563119,2008-08-01:16:62:16,양품,BV-AH32,C0,16.059,4570,24075,27740,2호기,2,1174,71,1167,58,261,1153,933,적용,10,1조
PB563120,2008-08-01:16:62:20,불량,AB/B,C0,18.09,4266,24447,29620,1호기,1,1191,78,1179,50,244,1173,966,적용,10,2조
PB563121,2008-08-01:16:62:42,양품,LR-A,C0,18.09,4373,28583,35500,1호기,2,1149,67,1156,64,257,1147,954,적용,10,3조
PB563122,2008-08-01:16:62:39,불량,LR-AH32,C0,20.1,4528,20729,14810,2호기,1,1154,77,1160,50,256,1151,961,적용,7,1조
